Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),Ozone,PM10,PM25
1/1/2021,48,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,9,48
1/2/2021,46,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,11,46
1/3/2021,33,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,6,33
1/4/2021,31,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,10,31
1/5/2021,48,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,10,48
1/6/2021,42,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,11,42
1/7/2021,38,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,14,38
1/8/2021,30,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,10,30
1/9/2021,42,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,10,42
1/10/2021,47,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,9,47
1/11/2021,43,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,10,43
1/12/2021,24,PM2.5,"
",41-039-0100,AQS,.,5,24
1/13/2021,35,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,15,35
1/14/2021,52,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,22,52
1/15/2021,33,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,12,33
1/16/2021,45,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,12,45
1/17/2021,35,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,11,35
1/18/2021,54,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,18,54
1/19/2021,68,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,21,68
1/20/2021,92,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,41,92
1/21/2021,77,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,27,77
1/22/2021,59,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,18,59
1/23/2021,68,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,24,68
1/24/2021,54,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,15,54
1/25/2021,38,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,10,38
1/26/2021,40,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,11,40
1/27/2021,48,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,9,48
1/28/2021,39,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,11,39
1/29/2021,27,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,12,27
1/30/2021,54,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,12,54
1/31/2021,39,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,8,39
2/1/2021,40,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,10,40
2/2/2021,20,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,6,20
2/3/2021,28,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,7,28
2/4/2021,45,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,12,45
2/5/2021,27,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,8,27
2/6/2021,22,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,6,22
2/7/2021,30,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,7,30
2/8/2021,37,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,18,37
2/9/2021,56,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,19,56
2/10/2021,64,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,27,64
2/11/2021,63,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,17,63
2/12/2021,33,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,11,33
2/13/2021,18,PM2.5,"
",41-039-0100,AQS,.,9,18
2/14/2021,33,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,7,33
2/15/2021,20,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,6,20
2/16/2021,18,PM2.5,"
",41-039-0100,AQS,.,8,18
2/17/2021,33,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,15,33
2/18/2021,37,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,9,37
2/19/2021,28,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,6,28
2/20/2021,24,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,8,24
2/21/2021,25,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,7,25
2/22/2021,22,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,8,22
2/23/2021,27,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,11,27
2/24/2021,50,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,15,50
2/25/2021,25,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,11,25
2/26/2021,26,PM2.5,"
",41-039-0100,AQS,.,9,26
2/27/2021,29,PM2.5,"
",41-039-0100,AQS,.,12,29
2/28/2021,40,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,10,40
3/1/2021,46,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,15,46
3/2/2021,56,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,26,56
3/3/2021,64,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,22,64
3/4/2021,63,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,22,63
3/5/2021,56,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,17,56
3/6/2021,24,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,6,24
3/7/2021,44,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,13,44
3/8/2021,42,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,16,42
3/9/2021,28,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,7,28
3/10/2021,35,PM2.5,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,.,8,35
3/11/2021,52,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,19,52
3/12/2021,66,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,29,66
3/13/2021,60,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,19,60
3/14/2021,37,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,11,37
3/15/2021,24,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,10,24
3/16/2021,40,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,16,40
3/17/2021,51,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,24,51
3/18/2021,33,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,14,33
3/19/2021,28,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,9,28
3/20/2021,19,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,6,19
3/21/2021,19,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,8,19
3/22/2021,19,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,8,19
3/23/2021,42,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,18,42
3/24/2021,28,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,12,28
3/25/2021,18,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,8,18
3/26/2021,43,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,20,43
3/27/2021,51,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,22,51
3/28/2021,25,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,15,25
3/29/2021,25,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,15,25
3/30/2021,55,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,27,55
3/31/2021,61,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,34,61
4/1/2021,55,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,26,55
4/2/2021,51,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,29,51
4/3/2021,56,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,29,56
4/4/2021,41,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,19,41
4/5/2021,29,PM10,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,29,27
4/6/2021,48,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,31,48
4/7/2021,36,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,17,36
4/8/2021,29,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,10,29
4/9/2021,32,PM10,Oakridge - (OAK),41-039-2013,AQS,.,32,29
4/10/2021,17,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,10,17
4/11/2021,31,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,14,31
4/12/2021,40,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,27,40
4/13/2021,45,PM10,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,45,29
4/14/2021,36,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,31,36
4/15/2021,42,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,26,42
4/16/2021,41,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,32,41
4/17/2021,30,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,24,30
4/18/2021,21,PM2.5,Springfield - City Hall,41-039-1009,AQS,.,16,21
4/19/2021,25,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,25,25
4/20/2021,33,PM10,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,33,26
4/21/2021,32,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,27,32
4/22/2021,30,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,19,30
4/23/2021,33,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,21,33
4/24/2021,22,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,7,22
4/25/2021,14,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,6,14
4/26/2021,15,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,8,15
4/27/2021,23,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,14,23
4/28/2021,26,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,17,26
4/29/2021,21,PM2.5,Springfield - City Hall,41-039-1009,AQS,.,11,21
4/30/2021,25,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,13,25
5/1/2021,27,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,27,3,13
5/2/2021,33,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,33,4,17
5/3/2021,31,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,31,5,16
5/4/2021,39,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,39,8,17
5/5/2021,38,Ozone,Eugene - Saginaw,41-039-1007,AQS,38,19,34
5/6/2021,37,Ozone,Eugene - Saginaw,41-039-1007,AQS,37,14,18
5/7/2021,32,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,32,6,19
5/8/2021,33,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,33,8,21
5/9/2021,36,Ozone,Eugene - Saginaw,41-039-1007,AQS,36,6,17
5/10/2021,37,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,37,13,18
5/11/2021,50,Ozone,Eugene - Saginaw,41-039-1007,AQS,50,32,23
5/12/2021,49,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,49,19,27
5/13/2021,41,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,41,17,20
5/14/2021,42,Ozone,Eugene - Saginaw,41-039-1007,AQS,42,16,19
5/15/2021,44,Ozone,Eugene - Saginaw,41-039-1007,AQS,44,18,23
5/16/2021,44,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,44,17,33
5/17/2021,31,PM2.5,Oakridge - (OAK),41-039-2013,AQS,31,14,31
5/18/2021,38,Ozone,Eugene - Saginaw,41-039-1007,AQS,38,8,17
5/19/2021,34,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,34,7,15
5/20/2021,32,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,32,6,21
5/21/2021,32,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,32,11,30
5/22/2021,33,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,33,8,27
5/23/2021,29,Ozone,Eugene - Saginaw,41-039-1007,AQS,29,6,15
5/24/2021,22,Ozone,Eugene - Saginaw,41-039-1007,AQS,22,4,12
5/25/2021,28,Ozone,Eugene - Saginaw,41-039-1007,AQS,28,4,14
5/26/2021,28,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,28,7,21
5/27/2021,31,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,31,8,18
5/28/2021,36,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,36,13,21
5/29/2021,40,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,40,10,20
5/30/2021,43,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,43,12,27
5/31/2021,54,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,54,17,39
6/1/2021,61,Ozone,Eugene - Saginaw,41-039-1007,AQS,61,20,31
6/2/2021,36,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,36,12,31
6/3/2021,31,Ozone,Eugene - Saginaw,41-039-1007,AQS,31,10,22
6/4/2021,41,Ozone,Eugene - Saginaw,41-039-1007,AQS,41,8,16
6/5/2021,35,Ozone,Eugene - Saginaw,41-039-1007,AQS,35,6,17
6/6/2021,32,Ozone,Eugene - Saginaw,41-039-1007,AQS,32,7,16
6/7/2021,31,Ozone,Eugene - Saginaw,41-039-1007,AQS,31,12,16
6/8/2021,30,Ozone,Eugene - Saginaw,41-039-1007,AQS,30,6,14
6/9/2021,31,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,31,7,17
6/10/2021,32,Ozone,Eugene - Saginaw,41-039-1007,AQS,32,7,19
6/11/2021,26,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,26,8,16
6/12/2021,26,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,26,7,16
6/13/2021,20,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,20,5,19
6/14/2021,27,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,27,5,13
6/15/2021,26,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,26,6,14
6/16/2021,38,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,38,11,20
6/17/2021,46,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,46,15,21
6/18/2021,40,Ozone,Eugene - Saginaw,41-039-1007,AQS,40,13,21
6/19/2021,37,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,37,15,18
6/20/2021,40,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,40,14,37
6/21/2021,59,PM2.5,Springfield - City Hall,41-039-1009,AQS,33,19,59
6/22/2021,34,Ozone,Eugene - Saginaw,41-039-1007,AQS,34,11,28
6/23/2021,27,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,27,12,23
6/24/2021,40,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,40,25,21
6/25/2021,42,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,42,22,33
6/26/2021,47,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,47,20,46
6/27/2021,74,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,74,25,59
6/28/2021,53,PM2.5,Springfield - City Hall,41-039-1009,AQS,31,24,53
6/29/2021,27,PM2.5,Springfield - City Hall,41-039-1009,AQS,18,15,27
6/30/2021,35,PM2.5,Springfield - City Hall,41-039-1009,AQS,17,11,35
7/1/2021,28,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,24,15,28
7/2/2021,45,PM2.5,Springfield - City Hall,41-039-1009,AQS,45,25,45
7/3/2021,48,PM2.5,Springfield - City Hall,41-039-1009,AQS,43,21,48
7/4/2021,81,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,37,23,81
7/5/2021,45,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,45,25,31
7/6/2021,44,Ozone,Eugene - Saginaw,41-039-1007,AQS,44,21,24
7/7/2021,30,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,30,23,14
7/8/2021,31,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,31,18,22
7/9/2021,46,Ozone,Eugene - Saginaw,41-039-1007,AQS,46,27,25
7/10/2021,41,Ozone,Eugene - Saginaw,41-039-1007,AQS,41,29,30
7/11/2021,42,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,42,18,26
7/12/2021,41,Ozone,Eugene - Saginaw,41-039-1007,AQS,41,28,27
7/13/2021,40,Ozone,Eugene - Saginaw,41-039-1007,AQS,40,30,31
7/14/2021,38,Ozone,Eugene - Saginaw,41-039-1007,AQS,38,20,33
7/15/2021,31,Ozone,Eugene - Saginaw,41-039-1007,AQS,31,19,20
7/16/2021,29,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,29,12,16
7/17/2021,29,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,29,13,13
7/18/2021,33,Ozone,Eugene - Saginaw,41-039-1007,AQS,33,10,16
7/19/2021,31,Ozone,Eugene - Saginaw,41-039-1007,AQS,31,20,15
7/20/2021,29,Ozone,Eugene - Saginaw,41-039-1007,AQS,29,16,14
7/21/2021,32,Ozone,Eugene - Saginaw,41-039-1007,AQS,32,19,19
7/22/2021,34,Ozone,Eugene - Saginaw,41-039-1007,AQS,34,22,13
7/23/2021,42,Ozone,Eugene - Saginaw,41-039-1007,AQS,42,35,16
7/24/2021,45,Ozone,Eugene - Saginaw,41-039-1007,AQS,45,27,23
7/25/2021,33,Ozone,Eugene - Saginaw,41-039-1007,AQS,33,14,23
7/26/2021,38,Ozone,Eugene - Saginaw,41-039-1007,AQS,38,27,18
7/27/2021,43,PM10,Eugene - Hwy 99 (E99),41-039-0059,AQS,43,43,32
7/28/2021,54,PM10,Eugene - Hwy 99 (E99),41-039-0059,AQS,50,54,49
7/29/2021,93,Ozone,Eugene - Saginaw,41-039-1007,AQS,93,45,48
7/30/2021,83,PM2.5,Oakridge - (OAK),41-039-2013,AQS,49,48,83
7/31/2021,75,PM2.5,Oakridge - (OAK),41-039-2013,AQS,46,29,75
8/1/2021,153,PM2.5,Oakridge - (OAK),41-039-2013,AQS,54,55,153
8/2/2021,87,PM2.5,Oakridge - (OAK),41-039-2013,AQS,47,41,87
8/3/2021,103,PM2.5,Oakridge - (OAK),41-039-2013,AQS,50,42,103
8/4/2021,154,PM2.5,Oakridge - (OAK),41-039-2013,AQS,64,59,154
8/5/2021,68,PM2.5,Oakridge - (OAK),41-039-2013,AQS,11,23,68
8/6/2021,82,PM2.5,Oakridge - (OAK),41-039-2013,AQS,19,28,82
8/7/2021,85,PM2.5,Oakridge - (OAK),41-039-2013,AQS,23,32,85
8/8/2021,40,PM2.5,Oakridge - (OAK),41-039-2013,AQS,37,16,40
8/9/2021,117,PM2.5,Oakridge - (OAK),41-039-2013,AQS,39,51,117
8/10/2021,162,PM2.5,Oakridge - (OAK),41-039-2013,AQS,41,65,162
8/11/2021,166,PM2.5,Oakridge - (OAK),41-039-2013,AQS,77,69,166
8/12/2021,179,PM2.5,Oakridge - (OAK),41-039-2013,AQS,101,83,179
8/13/2021,178,PM2.5,Oakridge - (OAK),41-039-2013,AQS,35,80,178
8/14/2021,182,PM2.5,Oakridge - (OAK),41-039-2013,AQS,45,87,182
8/15/2021,109,PM2.5,Oakridge - (OAK),41-039-2013,AQS,34,44,109
8/16/2021,76,PM2.5,Oakridge - (OAK),41-039-2013,AQS,19,30,76
8/17/2021,31,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,31,11,22
8/18/2021,97,PM2.5,Oakridge - (OAK),41-039-2013,AQS,32,44,97
8/19/2021,71,PM2.5,Oakridge - (OAK),41-039-2013,AQS,28,31,71
8/20/2021,58,PM2.5,"
",41-039-0070,AQS,30,12,58
8/21/2021,29,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,29,6,17
8/22/2021,70,PM2.5,Oakridge - (OAK),41-039-2013,AQS,31,25,70
8/23/2021,52,PM2.5,Oakridge - (OAK),41-039-2013,AQS,42,41,52
8/24/2021,120,PM2.5,Oakridge - (OAK),41-039-2013,AQS,41,49,120
8/25/2021,91,PM2.5,Oakridge - (OAK),41-039-2013,AQS,34,37,91
8/26/2021,60,PM2.5,"
",41-039-0070,AQS,27,16,60
8/27/2021,42,Ozone,Eugene - Saginaw,41-039-1007,AQS,42,29,39
8/28/2021,116,PM2.5,Oakridge - (OAK),41-039-2013,AQS,48,46,116
8/29/2021,94,PM2.5,Oakridge - (OAK),41-039-2013,AQS,49,38,94
8/30/2021,37,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,37,19,28
8/31/2021,58,PM2.5,Oakridge - (OAK),41-039-2013,AQS,40,31,58
9/1/2021,89,PM2.5,Oakridge - (OAK),41-039-2013,AQS,39,37,89
9/2/2021,125,PM2.5,Oakridge - (OAK),41-039-2013,AQS,48,52,125
9/3/2021,153,PM2.5,Oakridge - (OAK),41-039-2013,AQS,45,58,153
9/4/2021,170,PM2.5,"
",41-039-0070,AQS,44,67,170
9/5/2021,152,PM2.5,Oakridge - (OAK),41-039-2013,AQS,31,54,152
9/6/2021,165,PM2.5,Oakridge - (OAK),41-039-2013,AQS,38,66,165
9/7/2021,205,PM2.5,Oakridge - (OAK),41-039-2013,AQS,36,102,205
9/8/2021,176,PM2.5,Oakridge - (OAK),41-039-2013,AQS,50,79,176
9/9/2021,151,PM2.5,Oakridge - (OAK),41-039-2013,AQS,33,55,151
9/10/2021,25,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,25,14,23
9/11/2021,62,PM2.5,Oakridge - (OAK),41-039-2013,AQS,38,21,62
9/12/2021,58,PM2.5,Oakridge - (OAK),41-039-2013,AQS,30,18,58
9/13/2021,46,PM2.5,Oakridge - (OAK),41-039-2013,AQS,38,35,46
9/14/2021,50,PM2.5,Oakridge - (OAK),41-039-2013,AQS,40,34,50
9/15/2021,40,PM2.5,Oakridge - (OAK),41-039-2013,AQS,38,31,40
9/16/2021,97,PM2.5,Oakridge - (OAK),41-039-2013,AQS,36,47,97
9/17/2021,90,PM2.5,Oakridge - (OAK),41-039-2013,AQS,42,35,90
9/18/2021,37,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,37,5,20
9/19/2021,28,Ozone,Eugene - Saginaw,41-039-1007,AQS,28,6,21
9/20/2021,31,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,31,11,24
9/21/2021,32,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,30,17,32
9/22/2021,31,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,31,12,27
9/23/2021,30,PM2.5,"
",41-039-0100,AQS,27,10,30
9/24/2021,41,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,36,21,41
9/25/2021,47,PM2.5,Springfield - City Hall,41-039-1009,AQS,33,14,47
9/26/2021,30,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,30,6,20
9/27/2021,28,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,28,3,18
9/28/2021,29,PM2.5,"
",41-039-0100,AQS,26,7,29
9/29/2021,24,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,24,7,19
9/30/2021,24,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,24,7,22
10/1/2021,34,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,13,34
10/2/2021,53,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,18,53
